file,run_name,final_train_perplexity,final_val_perplexity,final_train_loss,final_val_loss,parameter_count,training_time_sec,seed,hp.local_rank,hp.deepspeed_config,hp.use_deepspeed,hp.local_batch_size,hp.use_gpu_amount,hp.learning_rate,hp.validate_every_steps,hp.save_checkpoint_every_steps,hp.generate_every,hp.seq_len,hp.total_tokens,hp.epochs,hp.grad_clip_norm,hp.beta1,hp.beta2,hp.weight_decay,hp.tokenizer_path,hp.ngrc_d_model,hp.ngrc_lag,hp.ngrc_poly_degree,hp.ngrc_max_cross_terms,hp.ngrc_readout_rank,hp.ngrc_embed_frozen,hp.ngrc_training,hp.ngrc_loss,hp.ngrc_ridge_alpha,hp.ngrc_ridge_max_batches,hp.dataset_path,hp.val_dataset_path,hp.wandb_project,hp.wandb_run_name,hp.api_file,hp.hf_repo,hp.hf_private,hp.enable_compile,hp.ngrc_feature
../reports_ngrc/NGRC_LM(100.01M_d512_lag256_poly1_rank512_lr0.0005_bs200_seq256_20251214-120545_report.txt,NGRC_LM(100.01M_d512_lag256_poly1_rank512_lr0.0005_bs200_seq256_20251214-120545,422.27355693435413,471.65604418826433,6.045653343200684,6.15625,100008448,1799.7841539382935,4604091,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,512,256,1.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(108.40M_d512_lag96_poly3_rank512_lr0.0005_bs200_seq256_20251216-191616_report.txt,NGRC_LM(108.40M_d512_lag96_poly3_rank512_lr0.0005_bs200_seq256_20251216-191616,295.5974904004064,304.5240299109616,5.688998699188232,5.71875,108397056,1695.344187259674,1960608,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,512,96,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(19.06M_d64_lag5_poly3_rank512_lr0.0005_bs200_seq256_20251216-222806_report.txt,NGRC_LM(19.06M_d64_lag5_poly3_rank512_lr0.0005_bs200_seq256_20251216-222806,437.9946633081364,486.6280141983472,6.082206726074219,6.1875,19055104,265.5980453491211,4754215,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,5,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(19.09M_d64_lag16_poly1_rank512_lr0.0005_bs200_seq256_20251214-094843_report.txt,NGRC_LM(19.09M_d64_lag16_poly1_rank512_lr0.0005_bs200_seq256_20251214-094843,606.5668710203063,586.9854309417088,6.407814979553223,6.375,19087872,269.4286832809448,2498032,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,16,1.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(19.55M_d64_lag10_poly3_rank512_lr0.0005_bs200_seq256_20251216-223418_report.txt,NGRC_LM(19.55M_d64_lag10_poly3_rank512_lr0.0005_bs200_seq256_20251216-223418,448.43058525135285,457.14471326890896,6.1057538986206055,6.125,19546624,275.58247447013855,4910806,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,10,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(19.61M_d64_lag16_poly2_rank512_lr0.0005_bs200_seq256_20251214-094843_report.txt,NGRC_LM(19.61M_d64_lag16_poly2_rank512_lr0.0005_bs200_seq256_20251214-094843,502.5511749444785,443.0798490653855,6.21969747543335,6.09375,19612160,284.0974612236023,3332947,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,16,2.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(19.61M_d64_lag32_poly1_rank512_lr0.0005_bs200_seq256_20251214-095514_report.txt,NGRC_LM(19.61M_d64_lag32_poly1_rank512_lr0.0005_bs200_seq256_20251214-095514,633.9681462279264,605.6183486721279,6.451998710632324,6.40625,19612160,287.87872433662415,1639095,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,32,1.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(20.04M_d64_lag15_poly3_rank512_lr0.0005_bs200_seq256_20251216-224042_report.txt,NGRC_LM(20.04M_d64_lag15_poly3_rank512_lr0.0005_bs200_seq256_20251216-224042,444.52034771187823,443.0798490653855,6.096995830535889,6.09375,20038144,283.6669569015503,3389373,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,15,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(20.14M_d64_lag16_poly3_rank512_lr0.0005_bs200_seq256_20251214-095224_report.txt,NGRC_LM(20.14M_d64_lag16_poly3_rank512_lr0.0005_bs200_seq256_20251214-095224,455.43478621232015,391.0165943978527,6.121252536773682,5.96875,20136448,296.39648842811584,4342950,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,16,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(20.14M_d64_lag48_poly1_rank512_lr0.0005_bs200_seq256_20251216-162331_report.txt,NGRC_LM(20.14M_d64_lag48_poly1_rank512_lr0.0005_bs200_seq256_20251216-162331,634.492550449158,665.1416330443618,6.452825546264648,6.5,20136448,296.1231577396393,4346805,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,48,1.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(20.53M_d64_lag20_poly3_rank512_lr0.0005_bs200_seq256_20251216-224708_report.txt,NGRC_LM(20.53M_d64_lag20_poly3_rank512_lr0.0005_bs200_seq256_20251216-224708,449.3291357737718,429.4477152409339,6.107755661010742,6.0625,20529664,280.78808665275574,3849891,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,20,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(20.66M_d64_lag16_poly4_rank512_lr0.0005_bs200_seq256_20251214-100452_report.txt,NGRC_LM(20.66M_d64_lag16_poly4_rank512_lr0.0005_bs200_seq256_20251214-100452,422.82825324375676,416.23499808144635,6.046966075897217,6.03125,20660736,294.54732871055603,2911494,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,16,4.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(20.66M_d64_lag16_poly4_rank512_lr0.0005_bs200_seq256_20251216-162331_report.txt,NGRC_LM(20.66M_d64_lag16_poly4_rank512_lr0.0005_bs200_seq256_20251216-162331,421.30433770620516,429.4477152409339,6.043355464935303,6.0625,20660736,303.5672562122345,2495974,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,16,4.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(20.66M_d64_lag32_poly2_rank512_lr0.0005_bs200_seq256_20251214-095527_report.txt,NGRC_LM(20.66M_d64_lag32_poly2_rank512_lr0.0005_bs200_seq256_20251214-095527,515.2652595628649,471.65604418826433,6.2446818351745605,6.15625,20660736,304.3145236968994,2962802,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,32,2.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(20.66M_d64_lag64_poly1_rank512_lr0.0005_bs200_seq256_20251214-100151_report.txt,NGRC_LM(20.66M_d64_lag64_poly1_rank512_lr0.0005_bs200_seq256_20251214-100151,649.6831454781998,605.6183486721279,6.476484775543213,6.40625,20660736,302.9423351287842,2533351,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,64,1.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(21.02M_d64_lag25_poly3_rank512_lr0.0005_bs200_seq256_20251216-225333_report.txt,NGRC_LM(21.02M_d64_lag25_poly3_rank512_lr0.0005_bs200_seq256_20251216-225333,444.72006248036354,403.4287934927351,6.097445011138916,6.0,21021184,292.1377372741699,3962651,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,25,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(21.19M_d64_lag16_poly5_rank512_lr0.0005_bs200_seq256_20251214-101136_report.txt,NGRC_LM(21.19M_d64_lag16_poly5_rank512_lr0.0005_bs200_seq256_20251214-101136,409.6867241943352,391.0165943978527,6.015392780303955,5.96875,21185024,307.0548005104065,1834618,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,16,5.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(21.19M_d64_lag16_poly5_rank512_lr0.0005_bs200_seq256_20251216-162331_report.txt,NGRC_LM(21.19M_d64_lag16_poly5_rank512_lr0.0005_bs200_seq256_20251216-162331,405.4622486695739,391.0165943978527,6.005027770996094,5.96875,21185024,304.7359676361084,1592520,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,16,5.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(21.51M_d64_lag30_poly3_rank512_lr0.0005_bs200_seq256_20251216-230006_report.txt,NGRC_LM(21.51M_d64_lag30_poly3_rank512_lr0.0005_bs200_seq256_20251216-230006,453.6038393082572,356.0246606707791,6.117224216461182,5.875,21512704,315.22139501571655,3514967,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,30,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(21.59M_d128_lag5_poly3_rank512_lr0.0005_bs200_seq256_20251216-230709_report.txt,NGRC_LM(21.59M_d128_lag5_poly3_rank512_lr0.0005_bs200_seq256_20251216-230709,338.05361844835846,403.4287934927351,5.823204517364502,6.0,21594624,321.6007363796234,1399997,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,128,5,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(21.66M_d128_lag16_poly1_rank512_lr0.0005_bs200_seq256_20251214-102636_report.txt,NGRC_LM(21.66M_d128_lag16_poly1_rank512_lr0.0005_bs200_seq256_20251214-102636,488.7020067714542,443.0798490653855,6.191752910614014,6.09375,21660160,288.81333589553833,3697892,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,128,16,1.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(21.71M_d64_lag16_poly6_rank512_lr0.0005_bs200_seq256_20251214-101842_report.txt,NGRC_LM(21.71M_d64_lag16_poly6_rank512_lr0.0005_bs200_seq256_20251214-101842,429.51898342045746,429.4477152409339,6.062665939331055,6.0625,21709312,314.1358904838562,1416783,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,16,6.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(21.71M_d64_lag16_poly6_rank512_lr0.0005_bs200_seq256_20251216-162331_report.txt,NGRC_LM(21.71M_d64_lag16_poly6_rank512_lr0.0005_bs200_seq256_20251216-162331,426.4474142273352,443.0798490653855,6.0554890632629395,6.09375,21709312,310.2497684955597,1309388,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,16,6.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(21.71M_d64_lag32_poly3_rank512_lr0.0005_bs200_seq256_20251214-095908_report.txt,NGRC_LM(21.71M_d64_lag32_poly3_rank512_lr0.0005_bs200_seq256_20251214-095908,462.8546273146863,471.65604418826433,6.137413024902344,6.15625,21709312,308.789999961853,3395135,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,32,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(21.71M_d64_lag96_poly1_rank512_lr0.0005_bs200_seq256_20251216-163018_report.txt,NGRC_LM(21.71M_d64_lag96_poly1_rank512_lr0.0005_bs200_seq256_20251216-163018,655.3799783654132,644.6773763804644,6.485215187072754,6.46875,21709312,329.1858711242676,4710842,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,96,1.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(22.23M_d64_lag16_poly7_rank512_lr0.0005_bs200_seq256_20251214-102549_report.txt,NGRC_LM(22.23M_d64_lag16_poly7_rank512_lr0.0005_bs200_seq256_20251214-102549,448.28926697365677,443.0798490653855,6.105438709259033,6.09375,22233600,315.4411976337433,4429862,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,16,7.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(22.58M_d128_lag10_poly3_rank512_lr0.0005_bs200_seq256_20251216-231417_report.txt,NGRC_LM(22.58M_d128_lag10_poly3_rank512_lr0.0005_bs200_seq256_20251216-231417,339.4040728394088,345.0709334152821,5.827191352844238,5.84375,22577664,300.72498416900635,2932785,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,128,10,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(22.71M_d128_lag16_poly2_rank512_lr0.0005_bs200_seq256_20251214-103024_report.txt,NGRC_LM(22.71M_d128_lag16_poly2_rank512_lr0.0005_bs200_seq256_20251214-103024,396.2369028422126,403.4287934927351,5.9820122718811035,6.0,22708736,312.25387716293335,4382431,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,128,16,2.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(22.71M_d128_lag32_poly1_rank512_lr0.0005_bs200_seq256_20251214-103315_report.txt,NGRC_LM(22.71M_d128_lag32_poly1_rank512_lr0.0005_bs200_seq256_20251214-103315,503.4767780421853,443.0798490653855,6.2215375900268555,6.09375,22708736,318.44832968711853,1356807,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,128,32,1.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(22.76M_d64_lag128_poly1_rank512_lr0.0005_bs200_seq256_20251214-100843_report.txt,NGRC_LM(22.76M_d64_lag128_poly1_rank512_lr0.0005_bs200_seq256_20251214-100843,676.3829404432234,730.5151717727034,6.516759395599365,6.59375,22757888,365.75928831100464,1263240,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,128,1.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(22.76M_d64_lag32_poly4_rank512_lr0.0005_bs200_seq256_20251216-163025_report.txt,NGRC_LM(22.76M_d64_lag32_poly4_rank512_lr0.0005_bs200_seq256_20251216-163025,424.01665681883225,314.1906602856942,6.0497727394104,5.75,22757888,343.31703782081604,4365359,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,32,4.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(22.76M_d64_lag64_poly2_rank512_lr0.0005_bs200_seq256_20251214-100225_report.txt,NGRC_LM(22.76M_d64_lag64_poly2_rank512_lr0.0005_bs200_seq256_20251214-100225,539.4747647238106,486.6280141983472,6.290596008300781,6.1875,22757888,333.20328664779663,4642157,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,64,2.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(23.28M_d64_lag48_poly3_rank512_lr0.0005_bs200_seq256_20251216-163731_report.txt,NGRC_LM(23.28M_d64_lag48_poly3_rank512_lr0.0005_bs200_seq256_20251216-163731,459.89233721981645,391.0165943978527,6.130992412567139,5.96875,23282176,349.0764253139496,2351378,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,64,48,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
../reports_ngrc/NGRC_LM(23.56M_d128_lag15_poly3_rank512_lr0.0005_bs200_seq256_20251216-232100_report.txt,NGRC_LM(23.56M_d128_lag15_poly3_rank512_lr0.0005_bs200_seq256_20251216-232100,338.2848533161031,304.5240299109616,5.823888301849365,5.71875,23560704,322.4649579524994,2240981,0,ds_config.json,False,200,1,0.0005,200,200,1000,256,100000000.0,1,0.0,0.9,0.95,0.1,meta-llama/Llama-2-7b-hf,128,15,3.0,256,512.0,False,sgd,ce,0.001,200,HuggingFaceFW/fineweb-edu,vesteinn/babylm,NGRC_LanguageModel,,api.txt,,True,False,
